,id,cuisine,name,title,amount,indented,percentOfDailyNeeds
4,67385,Caribbean,Caribbean Spice Cake,Sugar,4g,True,4.69
5,67385,Caribbean,Caribbean Spice Cake,Cholesterol,101mg,False,33.77
6,67385,Caribbean,Caribbean Spice Cake,Sodium,407mg,False,17.71
0,1115896,Caribbean,Easy Jerk Chicken,Calories,547k,False,27.39
1,1115896,Caribbean,Easy Jerk Chicken,Fat,31g,False,48.73
2,1115896,Caribbean,Easy Jerk Chicken,Saturated Fat,8g,True,53.16
3,1115896,Caribbean,Easy Jerk Chicken,Carbohydrates,27g,False,9.19
4,1115896,Caribbean,Easy Jerk Chicken,Sugar,20g,True,22.54
5,1115896,Caribbean,Easy Jerk Chicken,Cholesterol,211mg,False,70.42
6,1115896,Caribbean,Easy Jerk Chicken,Sodium,681mg,False,29.63
0,863442,Caribbean,Easy Grilled Jerk Chicken,Calories,757k,False,37.85
1,863442,Caribbean,Easy Grilled Jerk Chicken,Fat,46g,False,70.82
2,863442,Caribbean,Easy Grilled Jerk Chicken,Saturated Fat,12g,True,80.45
3,863442,Caribbean,Easy Grilled Jerk Chicken,Carbohydrates,30g,False,10.08
4,863442,Caribbean,Easy Grilled Jerk Chicken,Sugar,26g,True,29.0
5,863442,Caribbean,Easy Grilled Jerk Chicken,Cholesterol,220mg,False,73.35
6,863442,Caribbean,Easy Grilled Jerk Chicken,Sodium,755mg,False,32.87
0,531952,Caribbean,Pretzel Peppermint Bark,Calories,198k,False,9.93
1,531952,Caribbean,Pretzel Peppermint Bark,Fat,4g,False,7.56
2,531952,Caribbean,Pretzel Peppermint Bark,Saturated Fat,2g,True,13.58
3,531952,Caribbean,Pretzel Peppermint Bark,Carbohydrates,13g,False,4.51
4,531952,Caribbean,Pretzel Peppermint Bark,Sugar,10g,True,11.68
5,531952,Caribbean,Pretzel Peppermint Bark,Cholesterol,72mg,False,24.19
6,531952,Caribbean,Pretzel Peppermint Bark,Sodium,335mg,False,14.58
0,1108320,Caribbean,Caribbean Shrimp Tacos with Mango Salsa,Calories,798k,False,39.94
1,1108320,Caribbean,Caribbean Shrimp Tacos with Mango Salsa,Fat,67g,False,104.39
2,1108320,Caribbean,Caribbean Shrimp Tacos with Mango Salsa,Saturated Fat,14g,True,88.22
3,1108320,Caribbean,Caribbean Shrimp Tacos with Mango Salsa,Carbohydrates,23g,False,7.74
4,1108320,Caribbean,Caribbean Shrimp Tacos with Mango Salsa,Sugar,5g,True,5.57
5,1108320,Caribbean,Caribbean Shrimp Tacos with Mango Salsa,Cholesterol,247mg,False,82.62
6,1108320,Caribbean,Caribbean Shrimp Tacos with Mango Salsa,Sodium,1273mg,False,55.37
0,148731,Caribbean,Jamaican Jerk Chicken for Two,Calories,303k,False,15.19
1,148731,Caribbean,Jamaican Jerk Chicken for Two,Fat,19g,False,29.65
2,148731,Caribbean,Jamaican Jerk Chicken for Two,Saturated Fat,2g,True,16.36
3,148731,Caribbean,Jamaican Jerk Chicken for Two,Carbohydrates,25g,False,8.34
4,148731,Caribbean,Jamaican Jerk Chicken for Two,Sugar,16g,True,17.88
5,148731,Caribbean,Jamaican Jerk Chicken for Two,Cholesterol,0.0mg,False,0.0
6,148731,Caribbean,Jamaican Jerk Chicken for Two,Sodium,208mg,False,9.05
0,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Calories,240k,False,12.0
1,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Fat,14g,False,21.87
2,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Saturated Fat,4g,True,26.66
3,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Carbohydrates,19g,False,6.38
4,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Sugar,9g,True,10.35
5,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Cholesterol,18mg,False,6.24
6,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Sodium,910mg,False,39.57
7,485864,Caribbean,Peppermint Chocolate Chip Milkshake}Chick Fil A Copycat,Alcohol,2g,False,11.44
0,341950,Caribbean,Neely's Jerk Chicken,Calories,281k,False,14.05
1,341950,Caribbean,Neely's Jerk Chicken,Fat,10g,False,16.31
2,341950,Caribbean,Neely's Jerk Chicken,Saturated Fat,3g,True,22.28
3,341950,Caribbean,Neely's Jerk Chicken,Carbohydrates,11g,False,3.69
4,341950,Caribbean,Neely's Jerk Chicken,Sugar,5g,True,5.89
5,341950,Caribbean,Neely's Jerk Chicken,Cholesterol,90mg,False,30.25
6,341950,Caribbean,Neely's Jerk Chicken,Sodium,911mg,False,39.61
0,32126,Caribbean,Grilled Jerk Chicken,Calories,427k,False,21.4
1,32126,Caribbean,Grilled Jerk Chicken,Fat,3g,False,5.4
2,32126,Caribbean,Grilled Jerk Chicken,Saturated Fat,0.69g,True,4.3
3,32126,Caribbean,Grilled Jerk Chicken,Carbohydrates,82g,False,27.42
4,32126,Caribbean,Grilled Jerk Chicken,Sugar,25g,True,27.78
5,32126,Caribbean,Grilled Jerk Chicken,Cholesterol,36mg,False,12.05
6,32126,Caribbean,Grilled Jerk Chicken,Sodium,854mg,False,37.17
0,470368,Caribbean,Jerk Chicken Pizza,Calories,517k,False,25.87
1,470368,Caribbean,Jerk Chicken Pizza,Fat,24g,False,37.36
2,470368,Caribbean,Jerk Chicken Pizza,Saturated Fat,3g,True,24.43
3,470368,Caribbean,Jerk Chicken Pizza,Carbohydrates,24g,False,8.12
4,470368,Caribbean,Jerk Chicken Pizza,Sugar,12g,True,14.07
5,470368,Caribbean,Jerk Chicken Pizza,Cholesterol,144mg,False,48.21
6,470368,Caribbean,Jerk Chicken Pizza,Sodium,822mg,False,35.75
0,112865,Caribbean,Grilled Jamaican Jerk Chicken With Speecy Spicy Sauce,Calories,535k,False,26.79
1,112865,Caribbean,Grilled Jamaican Jerk Chicken With Speecy Spicy Sauce,Fat,28g,False,44.28
2,112865,Caribbean,Grilled Jamaican Jerk Chicken With Speecy Spicy Sauce,Saturated Fat,11g,True,71.23
3,112865,Caribbean,Grilled Jamaican Jerk Chicken With Speecy Spicy Sauce,Carbohydrates,47g,False,15.98
4,112865,Caribbean,Grilled Jamaican Jerk Chicken With Speecy Spicy Sauce,Sugar,26g,True,28.91
5,112865,Caribbean,Grilled Jamaican Jerk Chicken With Speecy Spicy Sauce,Cholesterol,72mg,False,24.19
6,112865,Caribbean,Grilled Jamaican Jerk Chicken With Speecy Spicy Sauce,Sodium,392mg,False,17.05
0,96421,Caribbean,Grillade of Veal Chops and Caribbean Lobster Tail,Calories,245k,False,12.26
1,96421,Caribbean,Grillade of Veal Chops and Caribbean Lobster Tail,Fat,11g,False,18.05
2,96421,Caribbean,Grillade of Veal Chops and Caribbean Lobster Tail,Saturated Fat,3g,True,21.75
3,96421,Caribbean,Grillade of Veal Chops and Caribbean Lobster Tail,Carbohydrates,4g,False,1.48
4,96421,Caribbean,Grillade of Veal Chops and Caribbean Lobster Tail,Sugar,2g,True,3.0
5,96421,Caribbean,Grillade of Veal Chops and Caribbean Lobster Tail,Cholesterol,89mg,False,29.93
6,96421,Caribbean,Grillade of Veal Chops and Caribbean Lobster Tail,Sodium,358mg,False,15.57
0,198125,Caribbean,Cook the Book: Jerk Chicken,Calories,436k,False,21.83
1,198125,Caribbean,Cook the Book: Jerk Chicken,Fat,31g,False,48.04
2,198125,Caribbean,Cook the Book: Jerk Chicken,Saturated Fat,4g,True,28.63
3,198125,Caribbean,Cook the Book: Jerk Chicken,Carbohydrates,15g,False,5.03
4,198125,Caribbean,Cook the Book: Jerk Chicken,Sugar,9g,True,10.7
5,198125,Caribbean,Cook the Book: Jerk Chicken,Cholesterol,72mg,False,24.11
6,198125,Caribbean,Cook the Book: Jerk Chicken,Sodium,231mg,False,10.05
0,616297,Caribbean,Slow Cooker Caribbean Jerk Chicken,Calories,242k,False,12.14
1,616297,Caribbean,Slow Cooker Caribbean Jerk Chicken,Fat,3g,False,5.34
2,616297,Caribbean,Slow Cooker Caribbean Jerk Chicken,Saturated Fat,2g,True,15.3
3,616297,Caribbean,Slow Cooker Caribbean Jerk Chicken,Carbohydrates,45g,False,15.02
4,616297,Caribbean,Slow Cooker Caribbean Jerk Chicken,Sugar,2g,True,2.38
5,616297,Caribbean,Slow Cooker Caribbean Jerk Chicken,Cholesterol,0.0mg,False,0.0
6,616297,Caribbean,Slow Cooker Caribbean Jerk Chicken,Sodium,691mg,False,30.07
0,630971,Caribbean,Rasa Malaysia Backyard Jerk Chicken,Calories,641k,False,32.09
1,630971,Caribbean,Rasa Malaysia Backyard Jerk Chicken,Fat,47g,False,73.06
2,630971,Caribbean,Rasa Malaysia Backyard Jerk Chicken,Saturated Fat,12g,True,80.07
3,630971,Caribbean,Rasa Malaysia Backyard Jerk Chicken,Carbohydrates,6g,False,2.0
4,630971,Caribbean,Rasa Malaysia Backyard Jerk Chicken,Sugar,0.57g,True,0.63
5,630971,Caribbean,Rasa Malaysia Backyard Jerk Chicken,Cholesterol,277mg,False,92.61
6,630971,Caribbean,Rasa Malaysia Backyard Jerk Chicken,Sodium,1533mg,False,66.68
0,367607,Caribbean,Mango Barbecued Jerk Chicken Thighs,Calories,653k,False,32.69
1,367607,Caribbean,Mango Barbecued Jerk Chicken Thighs,Fat,24g,False,37.34
2,367607,Caribbean,Mango Barbecued Jerk Chicken Thighs,Saturated Fat,9g,True,60.37
3,367607,Caribbean,Mango Barbecued Jerk Chicken Thighs,Carbohydrates,73g,False,24.33
4,367607,Caribbean,Mango Barbecued Jerk Chicken Thighs,Sugar,23g,True,25.57
5,367607,Caribbean,Mango Barbecued Jerk Chicken Thighs,Cholesterol,147mg,False,49.33
6,367607,Caribbean,Mango Barbecued Jerk Chicken Thighs,Sodium,1141mg,False,49.64
0,1620155,Caribbean,Instant Pot Jamaican Jerk Chicken,Calories,603k,False,30.16
1,1620155,Caribbean,Instant Pot Jamaican Jerk Chicken,Fat,22g,False,34.82
2,1620155,Caribbean,Instant Pot Jamaican Jerk Chicken,Saturated Fat,14g,True,90.46
3,1620155,Caribbean,Instant Pot Jamaican Jerk Chicken,Carbohydrates,80g,False,26.95
4,1620155,Caribbean,Instant Pot Jamaican Jerk Chicken,Sugar,17g,True,19.1
5,1620155,Caribbean,Instant Pot Jamaican Jerk Chicken,Cholesterol,0.0mg,False,0.0
6,1620155,Caribbean,Instant Pot Jamaican Jerk Chicken,Sodium,33mg,False,1.46
0,1551851,Caribbean,Caribbean Citrus Chicken,Calories,227k,False,11.38
1,1551851,Caribbean,Caribbean Citrus Chicken,Fat,14g,False,22.4
2,1551851,Caribbean,Caribbean Citrus Chicken,Saturated Fat,4g,True,26.05
3,1551851,Caribbean,Caribbean Citrus Chicken,Carbohydrates,5g,False,1.85
4,1551851,Caribbean,Caribbean Citrus Chicken,Sugar,1g,True,2.07
5,1551851,Caribbean,Caribbean Citrus Chicken,Cholesterol,71mg,False,23.81
6,1551851,Caribbean,Caribbean Citrus Chicken,Sodium,1067mg,False,46.4
0,505602,Caribbean,Caribbean Slush,Calories,337k,False,16.88
1,505602,Caribbean,Caribbean Slush,Fat,19g,False,29.61
2,505602,Caribbean,Caribbean Slush,Saturated Fat,3g,True,21.1
3,505602,Caribbean,Caribbean Slush,Carbohydrates,7g,False,2.65
4,505602,Caribbean,Caribbean Slush,Sugar,3g,True,4.28
5,505602,Caribbean,Caribbean Slush,Cholesterol,68mg,False,22.67
6,505602,Caribbean,Caribbean Slush,Sodium,1445mg,False,62.85
7,505602,Caribbean,Caribbean Slush,Alcohol,4g,False,22.85
0,288043,Caribbean,Smoked Jerk Chicken Wings with Honey-Tamarind Dipping Sauce,Calories,681k,False,34.07
1,288043,Caribbean,Smoked Jerk Chicken Wings with Honey-Tamarind Dipping Sauce,Fat,26g,False,40.72
2,288043,Caribbean,Smoked Jerk Chicken Wings with Honey-Tamarind Dipping Sauce,Saturated Fat,9g,True,59.92
3,288043,Caribbean,Smoked Jerk Chicken Wings with Honey-Tamarind Dipping Sauce,Carbohydrates,75g,False,25.13
4,288043,Caribbean,Smoked Jerk Chicken Wings with Honey-Tamarind Dipping Sauce,Sugar,4g,True,4.98
5,288043,Caribbean,Smoked Jerk Chicken Wings with Honey-Tamarind Dipping Sauce,Cholesterol,81mg,False,27.22
6,288043,Caribbean,Smoked Jerk Chicken Wings with Honey-Tamarind Dipping Sauce,Sodium,870mg,False,37.87
0,762875,Caribbean,Jerk Chicken,Calories,811k,False,40.56
1,762875,Caribbean,Jerk Chicken,Fat,50g,False,77.27
2,762875,Caribbean,Jerk Chicken,Saturated Fat,21g,True,136.04
3,762875,Caribbean,Jerk Chicken,Carbohydrates,24g,False,8.01
4,762875,Caribbean,Jerk Chicken,Sugar,17g,True,19.32
5,762875,Caribbean,Jerk Chicken,Cholesterol,207mg,False,69.17
6,762875,Caribbean,Jerk Chicken,Sodium,716mg,False,31.14
0,112308,Caribbean,Jammin Jerk Chicken Freezer Dinner Kit,Calories,219k,False,10.99
1,112308,Caribbean,Jammin Jerk Chicken Freezer Dinner Kit,Fat,2g,False,4.51
2,112308,Caribbean,Jammin Jerk Chicken Freezer Dinner Kit,Saturated Fat,1g,True,9.91
3,112308,Caribbean,Jammin Jerk Chicken Freezer Dinner Kit,Carbohydrates,37g,False,12.37
4,112308,Caribbean,Jammin Jerk Chicken Freezer Dinner Kit,Sugar,3g,True,3.89
5,112308,Caribbean,Jammin Jerk Chicken Freezer Dinner Kit,Cholesterol,9mg,False,3.02
6,112308,Caribbean,Jammin Jerk Chicken Freezer Dinner Kit,Sodium,589mg,False,25.62
0,1033914,Caribbean,Slow Cooker Jerk Chicken Curry,Calories,544k,False,27.25
1,1033914,Caribbean,Slow Cooker Jerk Chicken Curry,Fat,15g,False,23.37
2,1033914,Caribbean,Slow Cooker Jerk Chicken Curry,Saturated Fat,6g,True,39.54
3,1033914,Caribbean,Slow Cooker Jerk Chicken Curry,Carbohydrates,63g,False,21.3
4,1033914,Caribbean,Slow Cooker Jerk Chicken Curry,Sugar,5g,True,5.86
5,1033914,Caribbean,Slow Cooker Jerk Chicken Curry,Cholesterol,97mg,False,32.49
6,1033914,Caribbean,Slow Cooker Jerk Chicken Curry,Sodium,192mg,False,8.37
0,74582,Caribbean,Caribbean Jerk Marinated Chicken,Calories,345k,False,17.29
1,74582,Caribbean,Caribbean Jerk Marinated Chicken,Fat,18g,False,28.71
2,74582,Caribbean,Caribbean Jerk Marinated Chicken,Saturated Fat,2g,True,12.82
3,74582,Caribbean,Caribbean Jerk Marinated Chicken,Carbohydrates,6g,False,2.26
4,74582,Caribbean,Caribbean Jerk Marinated Chicken,Sugar,2g,True,3.28
5,74582,Caribbean,Caribbean Jerk Marinated Chicken,Cholesterol,108mg,False,36.29
6,74582,Caribbean,Caribbean Jerk Marinated Chicken,Sodium,422mg,False,18.35
0,620465,Caribbean,Peppermint Ganache Pie,Calories,494k,False,24.73
1,620465,Caribbean,Peppermint Ganache Pie,Fat,26g,False,40.6
2,620465,Caribbean,Peppermint Ganache Pie,Saturated Fat,11g,True,71.87
3,620465,Caribbean,Peppermint Ganache Pie,Carbohydrates,20g,False,6.68
4,620465,Caribbean,Peppermint Ganache Pie,Sugar,8g,True,9.16
5,620465,Caribbean,Peppermint Ganache Pie,Cholesterol,156mg,False,52.16
6,620465,Caribbean,Peppermint Ganache Pie,Sodium,684mg,False,29.76
0,330416,Caribbean,Sunny Anderson's Caribbean Chicken Wings,Calories,371k,False,18.57
1,330416,Caribbean,Sunny Anderson's Caribbean Chicken Wings,Fat,20g,False,31.1
2,330416,Caribbean,Sunny Anderson's Caribbean Chicken Wings,Saturated Fat,5g,True,32.35
3,330416,Caribbean,Sunny Anderson's Caribbean Chicken Wings,Carbohydrates,6g,False,2.04
4,330416,Caribbean,Sunny Anderson's Caribbean Chicken Wings,Sugar,0.41g,True,0.46
5,330416,Caribbean,Sunny Anderson's Caribbean Chicken Wings,Cholesterol,166mg,False,55.59
6,330416,Caribbean,Sunny Anderson's Caribbean Chicken Wings,Sodium,794mg,False,34.53
0,143817,Caribbean,Caribbean Chicken (Marinade),Calories,348k,False,17.42
1,143817,Caribbean,Caribbean Chicken (Marinade),Fat,18g,False,28.15
2,143817,Caribbean,Caribbean Chicken (Marinade),Saturated Fat,2g,True,17.92
3,143817,Caribbean,Caribbean Chicken (Marinade),Carbohydrates,22g,False,7.41
4,143817,Caribbean,Caribbean Chicken (Marinade),Sugar,13g,True,15.46
5,143817,Caribbean,Caribbean Chicken (Marinade),Cholesterol,72mg,False,24.11
6,143817,Caribbean,Caribbean Chicken (Marinade),Sodium,348mg,False,15.15
0,577578,Caribbean,Shamrock Shakes,Calories,548k,False,27.45
1,577578,Caribbean,Shamrock Shakes,Fat,16g,False,24.98
2,577578,Caribbean,Shamrock Shakes,Saturated Fat,4g,True,27.44
3,577578,Caribbean,Shamrock Shakes,Carbohydrates,59g,False,19.97
4,577578,Caribbean,Shamrock Shakes,Sugar,4g,True,4.61
5,577578,Caribbean,Shamrock Shakes,Cholesterol,90mg,False,30.24
6,577578,Caribbean,Shamrock Shakes,Sodium,655mg,False,28.52
0,159526,Caribbean,Caribbean Jerk Chicken & Pasta Salad,Calories,272k,False,13.63
1,159526,Caribbean,Caribbean Jerk Chicken & Pasta Salad,Fat,6g,False,9.99
2,159526,Caribbean,Caribbean Jerk Chicken & Pasta Salad,Saturated Fat,1g,True,9.82
3,159526,Caribbean,Caribbean Jerk Chicken & Pasta Salad,Carbohydrates,16g,False,5.43
4,159526,Caribbean,Caribbean Jerk Chicken & Pasta Salad,Sugar,11g,True,12.79
5,159526,Caribbean,Caribbean Jerk Chicken & Pasta Salad,Cholesterol,110mg,False,36.85
6,159526,Caribbean,Caribbean Jerk Chicken & Pasta Salad,Sodium,99mg,False,4.34
0,470541,Caribbean,Shamrock Shake,Calories,243k,False,12.18
1,470541,Caribbean,Shamrock Shake,Fat,15g,False,24.4
2,470541,Caribbean,Shamrock Shake,Saturated Fat,13g,True,84.92
3,470541,Caribbean,Shamrock Shake,Carbohydrates,24g,False,8.14
4,470541,Caribbean,Shamrock Shake,Sugar,5g,True,5.99
5,470541,Caribbean,Shamrock Shake,Cholesterol,0.0mg,False,0.0
6,470541,Caribbean,Shamrock Shake,Sodium,71mg,False,3.09
0,621378,Caribbean,Dark Chocolate Peppermint Protein Shake,Calories,486k,False,24.3
1,621378,Caribbean,Dark Chocolate Peppermint Protein Shake,Fat,14g,False,22.78
2,621378,Caribbean,Dark Chocolate Peppermint Protein Shake,Saturated Fat,2g,True,16.2
3,621378,Caribbean,Dark Chocolate Peppermint Protein Shake,Carbohydrates,45g,False,15.14
4,621378,Caribbean,Dark Chocolate Peppermint Protein Shake,Sugar,5g,True,5.85
5,621378,Caribbean,Dark Chocolate Peppermint Protein Shake,Cholesterol,108mg,False,36.29
6,621378,Caribbean,Dark Chocolate Peppermint Protein Shake,Sodium,1236mg,False,53.74
0,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Calories,389k,False,19.46
1,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Fat,14g,False,22.79
2,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Saturated Fat,3g,True,19.34
3,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Carbohydrates,26g,False,8.77
4,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Sugar,15g,True,17.59
5,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Cholesterol,99mg,False,33.02
6,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Sodium,574mg,False,24.97
7,148974,Caribbean,Chicken Breasts With Vinegar Sauce (Guyana -- Caribbean),Alcohol,3g,False,18.56
0,54734,Caribbean,Caribbean Coffee Cookies,Calories,156k,False,7.85
1,54734,Caribbean,Caribbean Coffee Cookies,Fat,5g,False,8.19
2,54734,Caribbean,Caribbean Coffee Cookies,Saturated Fat,1g,True,9.64
3,54734,Caribbean,Caribbean Coffee Cookies,Carbohydrates,0.27g,False,0.09
4,54734,Caribbean,Caribbean Coffee Cookies,Sugar,0.04g,True,0.04
5,54734,Caribbean,Caribbean Coffee Cookies,Cholesterol,71mg,False,23.81
6,54734,Caribbean,Caribbean Coffee Cookies,Sodium,55mg,False,2.42
0,623403,Caribbean,Pomegranate Champagne Sangria,Calories,403k,False,20.18
1,623403,Caribbean,Pomegranate Champagne Sangria,Fat,21g,False,32.95
2,623403,Caribbean,Pomegranate Champagne Sangria,Saturated Fat,9g,True,60.19
3,623403,Caribbean,Pomegranate Champagne Sangria,Carbohydrates,25g,False,8.57
4,623403,Caribbean,Pomegranate Champagne Sangria,Sugar,8g,True,9.83
5,623403,Caribbean,Pomegranate Champagne Sangria,Cholesterol,74mg,False,24.8
6,623403,Caribbean,Pomegranate Champagne Sangria,Sodium,568mg,False,24.72
0,229619,Caribbean,Caribbean BBQ Chicken,Calories,240k,False,12.05
1,229619,Caribbean,Caribbean BBQ Chicken,Fat,6g,False,9.55
2,229619,Caribbean,Caribbean BBQ Chicken,Saturated Fat,2g,True,12.74
3,229619,Caribbean,Caribbean BBQ Chicken,Carbohydrates,9g,False,3.04
4,229619,Caribbean,Caribbean BBQ Chicken,Sugar,7g,True,7.9
5,229619,Caribbean,Caribbean BBQ Chicken,Cholesterol,110mg,False,36.85
6,229619,Caribbean,Caribbean BBQ Chicken,Sodium,1479mg,False,64.33
0,413235,Caribbean,Caribbean Crabmeat Salad,Calories,449k,False,22.47
1,413235,Caribbean,Caribbean Crabmeat Salad,Fat,9g,False,14.24
2,413235,Caribbean,Caribbean Crabmeat Salad,Saturated Fat,2g,True,12.47
3,413235,Caribbean,Caribbean Crabmeat Salad,Carbohydrates,58g,False,19.54
4,413235,Caribbean,Caribbean Crabmeat Salad,Sugar,20g,True,22.93
5,413235,Caribbean,Caribbean Crabmeat Salad,Cholesterol,114mg,False,38.25
6,413235,Caribbean,Caribbean Crabmeat Salad,Sodium,844mg,False,36.7
0,47413,Caribbean,Jamaica (hibiscus) Sangria,Calories,218k,False,10.91
1,47413,Caribbean,Jamaica (hibiscus) Sangria,Fat,12g,False,18.61
2,47413,Caribbean,Jamaica (hibiscus) Sangria,Saturated Fat,3g,True,21.28
3,47413,Caribbean,Jamaica (hibiscus) Sangria,Carbohydrates,11g,False,3.97
4,47413,Caribbean,Jamaica (hibiscus) Sangria,Sugar,6g,True,7.32
5,47413,Caribbean,Jamaica (hibiscus) Sangria,Cholesterol,57mg,False,19.28
6,47413,Caribbean,Jamaica (hibiscus) Sangria,Sodium,408mg,False,17.76
0,414595,Caribbean,Caribbean Jerk Chicken,Calories,369k,False,18.47
1,414595,Caribbean,Caribbean Jerk Chicken,Fat,12g,False,19.86
2,414595,Caribbean,Caribbean Jerk Chicken,Saturated Fat,3g,True,21.2
3,414595,Caribbean,Caribbean Jerk Chicken,Carbohydrates,27g,False,9.31
4,414595,Caribbean,Caribbean Jerk Chicken,Sugar,6g,True,7.09
5,414595,Caribbean,Caribbean Jerk Chicken,Cholesterol,98mg,False,32.76
6,414595,Caribbean,Caribbean Jerk Chicken,Sodium,637mg,False,27.73
0,508622,Caribbean,Live Sigma Kappa – Caribbean Sand Bars,Calories,353k,False,17.69
1,508622,Caribbean,Live Sigma Kappa – Caribbean Sand Bars,Fat,14g,False,22.23
2,508622,Caribbean,Live Sigma Kappa – Caribbean Sand Bars,Saturated Fat,2g,True,15.43
3,508622,Caribbean,Live Sigma Kappa – Caribbean Sand Bars,Carbohydrates,22g,False,7.64
4,508622,Caribbean,Live Sigma Kappa – Caribbean Sand Bars,Sugar,13g,True,15.41
5,508622,Caribbean,Live Sigma Kappa – Caribbean Sand Bars,Cholesterol,97mg,False,32.47
6,508622,Caribbean,Live Sigma Kappa – Caribbean Sand Bars,Sodium,407mg,False,17.72
0,119636,Caribbean,Spicy Nutmeg Chicken (Grenada -- Caribbean),Calories,485k,False,24.27
1,119636,Caribbean,Spicy Nutmeg Chicken (Grenada -- Caribbean),Fat,12g,False,19.42
2,119636,Caribbean,Spicy Nutmeg Chicken (Grenada -- Caribbean),Saturated Fat,2g,True,13.71
3,119636,Caribbean,Spicy Nutmeg Chicken (Grenada -- Caribbean),Carbohydrates,58g,False,19.47
4,119636,Caribbean,Spicy Nutmeg Chicken (Grenada -- Caribbean),Sugar,8g,True,9.09
5,119636,Caribbean,Spicy Nutmeg Chicken (Grenada -- Caribbean),Cholesterol,72mg,False,24.19
6,119636,Caribbean,Spicy Nutmeg Chicken (Grenada -- Caribbean),Sodium,236mg,False,10.26
0,389900,Caribbean,Layered Peppermint Icebox Cake,Calories,500k,False,25.04
1,389900,Caribbean,Layered Peppermint Icebox Cake,Fat,21g,False,33.22
2,389900,Caribbean,Layered Peppermint Icebox Cake,Saturated Fat,8g,True,54.2
3,389900,Caribbean,Layered Peppermint Icebox Cake,Carbohydrates,53g,False,17.9
4,389900,Caribbean,Layered Peppermint Icebox Cake,Sugar,19g,True,21.21
5,389900,Caribbean,Layered Peppermint Icebox Cake,Cholesterol,63mg,False,21.17
6,389900,Caribbean,Layered Peppermint Icebox Cake,Sodium,1461mg,False,63.55
0,833831,Caribbean,Chocolate Peppermint Croissants,Calories,816k,False,40.84
1,833831,Caribbean,Chocolate Peppermint Croissants,Fat,56g,False,87.67
2,833831,Caribbean,Chocolate Peppermint Croissants,Saturated Fat,14g,True,91.75
3,833831,Caribbean,Chocolate Peppermint Croissants,Carbohydrates,24g,False,8.11
4,833831,Caribbean,Chocolate Peppermint Croissants,Sugar,15g,True,16.78
5,833831,Caribbean,Chocolate Peppermint Croissants,Cholesterol,286mg,False,95.45
6,833831,Caribbean,Chocolate Peppermint Croissants,Sodium,388mg,False,16.87
0,1113907,Caribbean,Jerk Chicken,Calories,573k,False,28.66
1,1113907,Caribbean,Jerk Chicken,Fat,36g,False,55.68
2,1113907,Caribbean,Jerk Chicken,Saturated Fat,14g,True,93.16
3,1113907,Caribbean,Jerk Chicken,Carbohydrates,14g,False,4.95
4,1113907,Caribbean,Jerk Chicken,Sugar,9g,True,10.08
5,1113907,Caribbean,Jerk Chicken,Cholesterol,138mg,False,46.12
6,1113907,Caribbean,Jerk Chicken,Sodium,977mg,False,42.48
0,702419,Caribbean,35-Calorie Peppermint Mocha,Calories,289k,False,14.46
1,702419,Caribbean,35-Calorie Peppermint Mocha,Fat,6g,False,9.46
2,702419,Caribbean,35-Calorie Peppermint Mocha,Saturated Fat,1g,True,8.28
3,702419,Caribbean,35-Calorie Peppermint Mocha,Carbohydrates,19g,False,6.46
4,702419,Caribbean,35-Calorie Peppermint Mocha,Sugar,2g,True,2.89
5,702419,Caribbean,35-Calorie Peppermint Mocha,Cholesterol,159mg,False,53.17
6,702419,Caribbean,35-Calorie Peppermint Mocha,Sodium,1221mg,False,53.09
0,512112,Caribbean,Jerk Chicken Rangoons,Calories,846k,False,42.31
1,512112,Caribbean,Jerk Chicken Rangoons,Fat,37g,False,58.35
2,512112,Caribbean,Jerk Chicken Rangoons,Saturated Fat,13g,True,81.79
3,512112,Caribbean,Jerk Chicken Rangoons,Carbohydrates,75g,False,25.13
4,512112,Caribbean,Jerk Chicken Rangoons,Sugar,12g,True,13.9
5,512112,Caribbean,Jerk Chicken Rangoons,Cholesterol,105mg,False,35.32
6,512112,Caribbean,Jerk Chicken Rangoons,Sodium,2624mg,False,114.13
0,58955,Caribbean,Caribbean Mango Chutney,Calories,342k,False,17.12
1,58955,Caribbean,Caribbean Mango Chutney,Fat,24g,False,38.43
